1108939,3130232,-10.433210497370236
1108939,8596285,-10.44977419596951
1108939,2068541,-10.489020250263675
1108939,6707713,-10.515604294280735
1108939,2846462,-10.796922006377379
1108939,7724054,-10.840718404640837
1108939,2764268,-10.97129174297521
1108939,7000936,-11.08880536242154
1108939,6758075,-11.10480544770502
1108939,5553585,-11.246742448250124
1108939,5291621,-11.292132341886038
1108939,3357548,-11.362377196564937
1108939,7575369,-11.391219459787436
1108939,6663340,-11.391219459787436
1108939,6950182,-11.391219459787436
1108939,1347694,-11.395526705124695
1108939,5553584,-11.460746665033911
1108939,6707716,-11.49540177395623
1108939,5163856,-11.5178026055988
1108939,2430867,-11.524578860375767
1108939,2695509,-11.53612324681281
1108939,6871640,-11.560968817955098
1108939,1818494,-11.58708112108429
1108939,1231448,-11.603522722930968
1108939,8181777,-11.603522722930968
1108939,1448805,-11.603522722930968
1108939,7340851,-11.612859215624898
1108939,7651010,-11.673574587379242
1108939,4228762,-11.686861415252196
1108939,3283059,-11.686861415252196
1108939,8269661,-11.686861415252196
1108939,753531,-11.693609597217744
1108939,1835131,-11.720087146987137
1108939,2464262,-11.72767837141953
1108939,6849948,-11.72767837141953
1108939,119359,-11.72767837141953
1108939,8804355,-11.751268160773769
1108939,4631244,-11.765889563379503
1108939,6707715,-11.78172527516582
1108939,4261388,-11.811003195473123
1108939,3259017,-11.831443465252569
1108939,2044726,-11.846899357368075
1108939,6551140,-11.855448452828545
1108939,4326783,-11.855448452828545
1108939,8027461,-11.885609571875797
1108939,4537644,-11.899244851092003
1108939,6088457,-11.899244851092003
1108939,1464269,-11.923826649208085
1108939,7423808,-11.942411063448302
1108939,6529622,-11.953909448813334
1108939,6669588,-11.959966746430382
1108939,4036410,-11.98496496842417
1108939,7274049,-11.98496496842417
1108939,8629183,-11.98496496842417
1108939,7352917,-12.02692369434839
1108939,1231450,-12.02692369434839
1108939,4036414,-12.02692369434839
1108939,2441913,-12.02692369434839
1108939,6316877,-12.03564083359978
1108939,2174238,-12.03564083359978
1108939,7634011,-12.0683036607454
1108939,1821213,-12.072004915196818
1108939,1742847,-12.096663964326428
1108939,1666545,-12.107933488336963
1108939,5696656,-12.109120616912735
1108939,7628746,-12.109120616912735
1108939,2068537,-12.143436861277973
1108939,7880690,-12.149389677909157
1108939,1957452,-12.15390541719539
1108939,140444,-12.22834160286128
1108939,140445,-12.22834160286128
1108939,7865321,-12.23831194678328
1108939,1696898,-12.267051817369
1108939,7491705,-12.286181167275618
1108939,4404545,-12.305268894701289
1108939,3130229,-12.34300524132187
1108939,5696659,-12.34444563436237
1108939,893831,-12.380848822954144
1108939,5696660,-12.479806940203776
1108939,6270008,-12.523603338467236
1108939,6327128,-12.523603338467236
1108939,362422,-12.523603338467236
1108939,832229,-12.523603338467236
1108939,6273537,-12.523603338467236
1108939,269909,-12.523603338467236
1108939,532318,-12.57038552781874
1108939,7911117,-12.609323455799403
1108939,3445023,-12.651282181723623
1108939,7577156,-12.651282181723623
1108939,893828,-12.662834446496646
1108939,3797213,-12.692662148120633
1108939,6384444,-12.692662148120633
1108939,753537,-12.696354348291022
1108939,5615065,-12.729503856850776
1108939,7217246,-12.733479104287966
1108939,8476367,-12.759852736192228
1108939,5614793,-12.773748165284388
1108939,1053672,-12.773748165284388
1108939,241978,-12.773748165284388
